"","GupDM_JM","GupDM_A13","GupDM_JI","GupDM_A7","GupDM_A2","GupDM_A_11","GupDM_JC","GupDM_JN","GupDM_JJ","GupDM_A1","GupDM_JE","GupDM_A12","GupDM_JL","GupDM_A14","GupDM_A3","GupDM_A10","GupDM_A_15","GupDM_JH","GupDM_JD","GupDM_A9","GupDM_A6","GupDM_JB","GupDM_JA","GupDM_HAK","GupDM_HAJ","GupDM_HAI","GupDM_HAH","GupDM_HAG","GupDM_HAL","GupDM_HAM","GupDM_HAN","GupDM_HAO","GupDM_HAP","GupDM_HAR","GupDM_HAT","GupDM_HDF","GupDM_HDB","GupDM_HCY","GupDM_HCL","GupDM_HCU","GupDM_HCV","GupDM_HCQ","GupDM_HCR","GupDM_HCS","GupDM_HCT","GupDM_HCM","GupDM_HCN","GupDM_HCO","GupDM_HP","GupDM_HS","GupDM_HR","GupDM_HBR","CRC_MR_SBJ01C_17","CRC_MR_SBJ02C_17","CRC_MR_SBJ03H_17","CRC_MR_SBJ05C_17","CRC_MR_SBJ06C_17","CRC_MR_SBJ07C_17","CRC_MR_SBJ12C_17","CRC_MR_SBJ16H_17","CRC_MR_SBJ17H_17","CRC_MR_SBJ18H_17","CRC_MR_SBJ20C_17","CRC_MR_SBJ22C_17","CRC_MR_SBJ26C_17","CRC_MR_SBJ27C_17","CRC_MR_SBJ29C_17","CRC_MR_SBJ31C_17","CRC_MR_SBJ32C_17","CRC_MR_SBJ33C_17","CRC_MR_SBJ34H_17","CRC_MR_SBJ35C_17","CRC_MR_SBJ36C_17","CRC_MR_SBJ37H_17","CRC_MR_SBJ39C_17","CRC_MR_SBJ40C_17","CRC_MR_SBJ42C_17","CRC_MR_SBJ45H_17","CRC_MR_SBJ47C_17","CRC_MR_SBJ50C_17","CRC_MR_SBJ51C_17","CRC_MR_SBJ53C_17","CRC_MR_SBJ60H_17","CRC_MR_SBJ61C_17","CRC_MR_SBJ63H_17","CRC_MR_SBJ64C_17","CRC_MR_SBJ65H_17","CRC_MR_SBJ67H_17","CRC_MR_SBJ68H_17","CRC_MR_SBJ69H_17","CRC_MR_SBJ73H_17","CRC_MR_SBJ75H_17","CRC_MR_SBJ77H_17","CRC_MR_SBJ78H_17","CRC_MR_SBJ80H_17","CRC_MR_SBJ81H_17","CRC_MR_SBJ83H_17","CRC_MR_SBJ84H_17"
"562",0.48182971552449,1.86647438237644,0.925787924862245,1.42511078801954,1.14431964094329,2.18107731452291,0.606635663144642,0.639095688329481,1.05166049692899,2.00644209888541,0.574722717503641,0.672152735976918,-0.334343345785469,1.36131107128047,-1.36131107128047,2.18107731452291,2.18107731452291,0.363251448854759,1.24642883511466,0.165151092671388,-1.36131107128047,0.740284045463101,-1.36131107128047,0.137459163903603,-1.36131107128047,-0.672152735976917,-0.512359777712015,0.4516856770447,0.966260856502243,1.57057147049449,0.19295370728131,-0.392426247625494,-0.0274196558247845,-0.70586185784526,1.19401969780858,-0.109858691616484,-1.36131107128047,1.65561714707973,-1.36131107128047,1.49440224332006,-0.574722717503641,-0.543311322443408,1.30200043403424,-1.36131107128047,-0.248970668948004,0.775487231216884,0.512359777712015,-1.36131107128047,0.305676439990591,0.109858691616484,-0.639095688329481,-1.36131107128047,1.00816061987108,0.277226554771092,-0.0823308789515654,-1.36131107128047,1.09696526935922,-0.165151092671388,0.220886767635208,-0.811547504103937,-0.0548572689017209,-1.36131107128047,0.392426247625494,-0.606635663144642,-0.305676439990591,-0.4516856770447,0.705861857845261,-0.848550598867175,0,0.334343345785469,-1.36131107128047,-0.886593736893094,0.811547504103937,-0.19295370728131,0.0274196558247845,-0.137459163903603,0.886593736893094,0.0548572689017209,-0.775487231216884,-0.363251448854758,0.848550598867175,-0.740284045463101,-1.36131107128047,1.75258449429452,0.421894748652683,-0.421894748652683,-1.36131107128047,0.0823308789515656,0.543311322443408,-1.36131107128047,0.248970668948004,-0.48182971552449,-1.36131107128047,-1.36131107128047,-1.36131107128047,-0.277226554771092,-0.220886767635208,-1.36131107128047
"28117",-0.0823308789515654,-0.966260856502243,-0.137459163903603,-0.165151092671388,0.19295370728131,2.18107731452291,0.220886767635208,0.109858691616484,-0.0548572689017209,0.392426247625494,0.0548572689017209,-0.966260856502243,-0.966260856502243,-0.966260856502243,-0.966260856502243,-0.966260856502243,-0.966260856502243,-0.966260856502243,0.0274196558247845,-0.966260856502243,2.18107731452291,-0.966260856502243,-0.966260856502243,-0.966260856502243,1.24642883511466,-0.966260856502243,-0.966260856502243,-0.966260856502243,-0.966260856502243,1.75258449429452,1.05166049692899,-0.966260856502243,-0.966260856502243,-0.966260856502243,-0.966260856502243,2.00644209888541,-0.109858691616484,1.30200043403424,-0.966260856502243,-0.966260856502243,-0.19295370728131,2.18107731452291,-0.966260856502243,-0.966260856502243,-0.966260856502243,0,-0.966260856502243,-0.363251448854758,-0.966260856502243,-0.966260856502243,0.4516856770447,0.0823308789515656,1.86647438237644,1.09696526935922,-0.220886767635208,-0.334343345785469,0.639095688329481,-0.305676439990591,0.334343345785469,0.966260856502243,-0.966260856502243,1.42511078801954,-0.966260856502243,1.00816061987108,-0.277226554771092,0.543311322443408,1.14431964094329,1.65561714707973,1.57057147049449,0.165151092671388,0.811547504103937,0.574722717503641,0.606635663144642,0.48182971552449,-0.966260856502243,0.705861857845261,1.36131107128047,0.848550598867175,-0.966260856502243,0.277226554771092,-0.0274196558247845,0.305676439990591,0.886593736893094,0.672152735976918,0.925787924862245,-0.966260856502243,0.137459163903603,-0.966260856502243,0.512359777712015,-0.248970668948004,0.421894748652683,0.775487231216884,1.49440224332006,1.19401969780858,0.363251448854759,-0.966260856502243,0.248970668948004,0.740284045463101
"28123",-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,2.18107731452291,2.18107731452291,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,2.18107731452291,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,1.86647438237644,-0.0548572689017209,2.00644209888541,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209
"820",0.137459163903603,-1.30200043403424,0.0823308789515656,-0.512359777712015,0.543311322443408,1.19401969780858,-0.392426247625494,0.248970668948004,0.48182971552449,-0.0823308789515654,-1.30200043403424,-0.606635663144642,-1.30200043403424,0.705861857845261,0.109858691616484,-1.30200043403424,-1.30200043403424,0.606635663144642,0.165151092671388,-0.740284045463101,1.49440224332006,0.363251448854759,-1.30200043403424,-1.30200043403424,-0.277226554771092,-1.30200043403424,-1.30200043403424,-1.30200043403424,-1.30200043403424,-0.543311322443408,1.05166049692899,0.277226554771092,-1.30200043403424,-1.30200043403424,-1.30200043403424,2.18107731452291,-0.334343345785469,0.421894748652683,-1.30200043403424,-1.30200043403424,-0.639095688329481,2.18107731452291,-0.220886767635208,-1.30200043403424,-1.30200043403424,-0.775487231216884,0.672152735976918,-0.672152735976917,-1.30200043403424,-1.30200043403424,-1.30200043403424,-0.363251448854758,-0.0274196558247845,0.0274196558247845,-0.574722717503641,1.09696526935922,0.305676439990591,1.65561714707973,-0.109858691616484,0.740284045463101,-0.811547504103937,1.36131107128047,0.220886767635208,0.848550598867175,0.639095688329481,-0.0548572689017209,0,0.512359777712015,1.42511078801954,0.0548572689017209,0.574722717503641,0.886593736893094,-0.70586185784526,-0.48182971552449,1.57057147049449,-0.305676439990591,0.925787924862245,1.75258449429452,0.19295370728131,0.334343345785469,1.24642883511466,-0.19295370728131,-0.248970668948004,0.811547504103937,2.18107731452291,-0.421894748652683,-0.165151092671388,0.392426247625494,0.966260856502243,1.86647438237644,0.4516856770447,0.775487231216884,-0.137459163903603,1.30200043403424,1.14431964094329,2.00644209888541,-0.4516856770447,1.00816061987108
"363265",1.05166049692899,-0.407122032965554,0.966260856502243,-0.407122032965554,0.811547504103937,1.57057147049449,1.09696526935922,1.00816061987108,2.18107731452291,0.848550598867175,2.18107731452291,0.639095688329481,0.775487231216884,1.24642883511466,-0.407122032965554,-0.407122032965554,-0.407122032965554,0.925787924862245,2.00644209888541,-0.407122032965554,-0.407122032965554,0.606635663144642,-0.407122032965554,1.65561714707973,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,1.30200043403424,1.36131107128047,-0.407122032965554,1.86647438237644,-0.407122032965554,1.75258449429452,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,0.740284045463101,2.18107731452291,-0.407122032965554,-0.407122032965554,-0.407122032965554,1.42511078801954,-0.407122032965554,-0.407122032965554,0.672152735976918,-0.407122032965554,1.14431964094329,0.886593736893094,1.49440224332006,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,0.574722717503641,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,0.705861857845261,1.19401969780858,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554,-0.407122032965554
"1262924",1.75258449429452,-0.436748040659759,1.65561714707973,-0.436748040659759,0.775487231216884,1.42511078801954,0.543311322443408,2.00644209888541,0.886593736893094,1.49440224332006,1.24642883511466,-0.436748040659759,-0.436748040659759,2.18107731452291,-0.436748040659759,-0.436748040659759,-0.436748040659759,2.18107731452291,0.672152735976918,-0.436748040659759,-0.436748040659759,2.18107731452291,-0.436748040659759,1.19401969780858,-0.436748040659759,0.811547504103937,0.740284045463101,1.14431964094329,0.512359777712015,-0.436748040659759,-0.436748040659759,1.86647438237644,-0.436748040659759,0.574722717503641,0.606635663144642,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,1.05166049692899,-0.436748040659759,-0.436748040659759,1.57057147049449,1.30200043403424,-0.436748040659759,1.09696526935922,-0.436748040659759,-0.436748040659759,-0.436748040659759,1.36131107128047,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,0.925787924862245,-0.436748040659759,-0.436748040659759,0.639095688329481,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,0.966260856502243,0.705861857845261,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,0.848550598867175,1.00816061987108,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759,-0.436748040659759
"1262869",-0.234908560627061,1.49440224332006,-0.234908560627061,-0.234908560627061,-0.234908560627061,1.65561714707973,-0.234908560627061,-0.234908560627061,-0.234908560627061,1.19401969780858,-0.234908560627061,-0.234908560627061,2.18107731452291,-0.234908560627061,-0.234908560627061,1.75258449429452,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,2.00644209888541,-0.234908560627061,1.42511078801954,1.86647438237644,1.57057147049449,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,1.30200043403424,-0.234908560627061,-0.234908560627061,2.18107731452291,1.14431964094329,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,1.00816061987108,-0.234908560627061,-0.234908560627061,-0.234908560627061,1.24642883511466,2.18107731452291,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,1.05166049692899,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,1.36131107128047,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,1.09696526935922,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061,-0.234908560627061
"204516",-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,2.18107731452291,-0.4516856770447,-0.4516856770447,-0.4516856770447,1.05166049692899,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,1.57057147049449,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,-0.4516856770447,1.24642883511466,1.65561714707973,0.966260856502243,0.886593736893094,1.42511078801954,0.740284045463101,1.19401969780858,1.30200043403424,1.49440224332006,-0.4516856770447,2.18107731452291,-0.4516856770447,2.00644209888541,-0.4516856770447,0.606635663144642,1.36131107128047,1.00816061987108,1.14431964094329,0.705861857845261,-0.4516856770447,0.925787924862245,0.811547504103937,0.775487231216884,-0.4516856770447,0.574722717503641,1.75258449429452,2.18107731452291,-0.4516856770447,-0.4516856770447,-0.4516856770447,0.512359777712015,-0.4516856770447,-0.4516856770447,0.543311322443408,1.86647438237644,1.09696526935922,0.672152735976918,-0.4516856770447,-0.4516856770447,-0.4516856770447,0.48182971552449,-0.4516856770447,-0.4516856770447,-0.4516856770447,0.639095688329481,0.848550598867175,-0.4516856770447
"28125",-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,2.18107731452291,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,2.18107731452291,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,2.00644209888541,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,1.86647438237644,-0.0548572689017209,2.18107731452291,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209,-0.0548572689017209
"28118",2.00644209888541,-1.39259425164946,1.75258449429452,-0.886593736893094,1.14431964094329,1.57057147049449,2.18107731452291,2.18107731452291,1.86647438237644,0.109858691616484,1.65561714707973,0.137459163903603,0.886593736893094,1.00816061987108,1.49440224332006,-1.39259425164946,-1.39259425164946,0.334343345785469,2.18107731452291,-1.39259425164946,1.36131107128047,0.363251448854759,-1.39259425164946,-0.672152735976917,-0.421894748652683,-1.39259425164946,-0.848550598867175,-0.574722717503641,-1.39259425164946,0.775487231216884,-0.277226554771092,-1.39259425164946,-0.925787924862245,-1.39259425164946,-1.39259425164946,1.05166049692899,-0.248970668948004,-0.543311322443408,-1.39259425164946,-1.39259425164946,-0.811547504103937,-0.305676439990591,0.543311322443408,-1.39259425164946,-1.39259425164946,-1.39259425164946,-0.48182971552449,-0.740284045463101,-1.39259425164946,-0.775487231216884,-0.334343345785469,-0.392426247625494,1.42511078801954,0.248970668948004,-0.639095688329481,-0.19295370728131,-0.363251448854758,0.966260856502243,-0.0823308789515654,0.639095688329481,0.672152735976918,-1.39259425164946,0.705861857845261,0.277226554771092,0.606635663144642,0.0823308789515656,1.09696526935922,0.48182971552449,1.30200043403424,-0.4516856770447,-0.0274196558247845,0.19295370728131,-0.606635663144642,-1.39259425164946,0.421894748652683,0.4516856770447,1.24642883511466,-0.137459163903603,0.925787924862245,-0.0548572689017209,0.848550598867175,-0.165151092671388,0.0548572689017209,0.574722717503641,0.165151092671388,0.740284045463101,-0.70586185784526,1.19401969780858,-0.109858691616484,-0.512359777712015,-0.220886767635208,0,0.811547504103937,0.392426247625494,0.0274196558247845,0.305676439990591,0.220886767635208,0.512359777712015
